SEQ_LEN,LGT_LEN,TREE_SIZE,METHOD,AUC,MCC,T_SRC,T_DEST,T_LGT
3000,100,10,Ctrl,0.5454545454545454,0.1174678734748412,0.008253375147150226,0.033132178663930006,0.020692776905540118
3000,100,10,A-max:eu:100,0.9772727272727273,0.6990252954195317,0.008253375147150226,0.033132178663930006,0.020692776905540118
3000,100,10,N-max:8:50,1.0,1.0,0.008253375147150226,0.033132178663930006,0.020692776905540118
3000,100,10,N-max:8:100,0.9545454545454546,0.5640760748177662,0.008253375147150226,0.033132178663930006,0.020692776905540118
3000,100,10,Ctrl,0.5641891891891891,0.29637448918190956,0.49565420728045473,0.32201630370255685,0.4088352554915058
3000,100,10,A-max:eu:100,0.8209459459459459,0.59030127770114,0.49565420728045473,0.32201630370255685,0.4088352554915058
3000,100,10,N-max:8:50,0.8344594594594594,0.14523864842631945,0.49565420728045473,0.32201630370255685,0.4088352554915058
3000,100,10,N-max:8:100,0.7804054054054054,0.0,0.49565420728045473,0.32201630370255685,0.4088352554915058
3000,100,10,Ctrl,0.7209302325581395,0.24112141108520607,0.047507000377547626,0.1746266875774553,0.11106684397750147
3000,100,10,A-max:eu:100,1.0,1.0,0.047507000377547626,0.1746266875774553,0.11106684397750147
3000,100,10,N-max:8:50,0.9186046511627907,0.47674418604651164,0.047507000377547626,0.1746266875774553,0.11106684397750147
3000,100,10,N-max:8:100,0.8372093023255813,0.37916119729035486,0.047507000377547626,0.1746266875774553,0.11106684397750147
3000,100,10,Ctrl,0.6363636363636364,0.14101901870444156,0.04457918193874126,0.3953145997476163,0.21994689084317878
3000,100,10,A-max:eu:100,1.0,1.0,0.04457918193874126,0.3953145997476163,0.21994689084317878
3000,100,10,N-max:8:50,0.7954545454545454,0.2820380374088831,0.04457918193874126,0.3953145997476163,0.21994689084317878
3000,100,10,N-max:8:100,0.7272727272727273,0.23652495839563303,0.04457918193874126,0.3953145997476163,0.21994689084317878
3000,100,10,Ctrl,0.9772727272727273,0.10131105378372257,0.003770546567285141,0.022678929768263183,0.013224738167774162
3000,100,10,A-max:eu:100,1.0,1.0,0.003770546567285141,0.022678929768263183,0.013224738167774162
3000,100,10,N-max:8:50,1.0,1.0,0.003770546567285141,0.022678929768263183,0.013224738167774162
3000,100,10,N-max:8:100,1.0,1.0,0.003770546567285141,0.022678929768263183,0.013224738167774162
3000,100,10,Ctrl,0.5426829268292683,0.3865103412619629,0.1640962926418198,0.6110702705660592,0.3875832816039395
3000,100,10,A-max:eu:100,1.0,1.0,0.1640962926418198,0.6110702705660592,0.3875832816039395
3000,100,10,N-max:8:50,0.6280487804878049,0.14523864842631945,0.1640962926418198,0.6110702705660592,0.3875832816039395
3000,100,10,N-max:8:100,0.5548780487804879,0.13565237905857336,0.1640962926418198,0.6110702705660592,0.3875832816039395
3000,100,10,Ctrl,0.6744186046511628,0.115278083540847,0.14232559978144416,0.3284953915582044,0.23541049566982428
3000,100,10,A-max:eu:100,1.0,1.0,0.14232559978144416,0.3284953915582044,0.23541049566982428
3000,100,10,N-max:8:50,0.6337209302325582,0.47674418604651164,0.14232559978144416,0.3284953915582044,0.23541049566982428
3000,100,10,N-max:8:100,0.6337209302325582,0.6990252954195317,0.14232559978144416,0.3284953915582044,0.23541049566982428
3000,100,10,Ctrl,0.6627906976744186,0.2522845433633885,0.27856882714354936,0.055655905516279955,0.16711236632991466
3000,100,10,A-max:eu:100,0.9302325581395349,0.6990252954195317,0.27856882714354936,0.055655905516279955,0.16711236632991466
3000,100,10,N-max:8:50,0.5581395348837209,0.6990252954195317,0.27856882714354936,0.055655905516279955,0.16711236632991466
3000,100,10,N-max:8:100,0.5755813953488372,0.26687249808205815,0.27856882714354936,0.055655905516279955,0.16711236632991466
3000,100,10,Ctrl,0.9418604651162791,0.046511627906976744,0.07512776543649152,0.0686357929272969,0.0718817791818942
3000,100,10,A-max:eu:100,0.8488372093023255,0.4034732923929645,0.07512776543649152,0.0686357929272969,0.0718817791818942
3000,100,10,N-max:8:50,0.872093023255814,0.4638062947716077,0.07512776543649152,0.0686357929272969,0.0718817791818942
3000,100,10,N-max:8:100,0.8488372093023255,0.37916119729035486,0.07512776543649152,0.0686357929272969,0.0718817791818942
3000,100,10,Ctrl,0.75,0.06470396333157187,0.07606647325225945,0.0521704955927477,0.06411848442250358
3000,100,10,A-max:eu:100,1.0,1.0,0.07606647325225945,0.0521704955927477,0.06411848442250358
3000,100,10,N-max:8:50,0.9772727272727273,0.6990252954195317,0.07606647325225945,0.0521704955927477,0.06411848442250358
3000,100,10,N-max:8:100,0.8863636363636364,0.3843530573929037,0.07606647325225945,0.0521704955927477,0.06411848442250358
3000,100,10,Ctrl,0.6635802469135802,0.15617376188860607,0.4192966172126756,0.32405275407001455,0.3716746856413451
3000,100,10,A-max:eu:100,0.6820987654320987,0.4576043153224294,0.4192966172126756,0.32405275407001455,0.3716746856413451
3000,100,10,N-max:8:50,0.5478395061728395,0.11180339887498948,0.4192966172126756,0.32405275407001455,0.3716746856413451
3000,100,10,N-max:8:100,0.6851851851851852,0.0,0.4192966172126756,0.32405275407001455,0.3716746856413451
3000,100,10,Ctrl,0.5227272727272727,0.12887354890896585,0.0413907289179123,0.02392445513129233,0.03265759202460232
3000,100,10,A-max:eu:100,1.0,1.0,0.0413907289179123,0.02392445513129233,0.03265759202460232
3000,100,10,N-max:8:50,1.0,1.0,0.0413907289179123,0.02392445513129233,0.03265759202460232
3000,100,10,N-max:8:100,0.9318181818181819,0.48265364958171136,0.0413907289179123,0.02392445513129233,0.03265759202460232
3000,100,10,Ctrl,0.6363636363636364,0.06470396333157187,0.06613972262329025,0.134397370165461,0.10026854639437563
3000,100,10,A-max:eu:100,1.0,1.0,0.06613972262329025,0.134397370165461,0.10026854639437563
3000,100,10,N-max:8:50,1.0,1.0,0.06613972262329025,0.134397370165461,0.10026854639437563
3000,100,10,N-max:8:100,1.0,1.0,0.06613972262329025,0.134397370165461,0.10026854639437563
3000,100,10,Ctrl,0.8636363636363636,0.2029610352214972,0.1696351828898072,0.03861746740318474,0.10412632514649597
3000,100,10,A-max:eu:100,1.0,1.0,0.1696351828898072,0.03861746740318474,0.10412632514649597
3000,100,10,N-max:8:50,1.0,1.0,0.1696351828898072,0.03861746740318474,0.10412632514649597
3000,100,10,N-max:8:100,1.0,1.0,0.1696351828898072,0.03861746740318474,0.10412632514649597
3000,100,10,Ctrl,0.8953488372093024,0.0,0.09719777012228067,0.32251734902831264,0.20985755957529667
3000,100,10,A-max:eu:100,1.0,1.0,0.09719777012228067,0.32251734902831264,0.20985755957529667
3000,100,10,N-max:8:50,0.6918604651162791,0.29034862765543656,0.09719777012228067,0.32251734902831264,0.20985755957529667
3000,100,10,N-max:8:100,0.5116279069767442,0.16804523991415918,0.09719777012228067,0.32251734902831264,0.20985755957529667
